ID,EYES,MOUTH,HAIR,BODY,FRONT,BACK,SYMBOL,INTERFACE,CLOTHING,ACCESSORIES,SKYBACK,SOLIDBACK,SKY,SCAPE,SCENE,TRIBE,REOLM,1/1 Trait,ONE_TAG,CCO,DEPTH
142,Invert,Modeling,Long Slick Back,DR02,-,-,C,OFF,Purple Baseball Jacket,Antenna,Afternoon,Red,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
143,Angry,Poo Poo,Middle Part,UN03,UN03,-,-,Level3,90s Shirt,Scars,Evening,Black,Evening,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
144,Frog,Poo Poo,Ponytail,DR03,-,-,C,Level2,Argyle Sweater,-,Afternoon,Black,Afternoon,-,Factory,Droidrem,MiddleReolm,-,-,Private,Sky + Scene
145,Tricky,X,Dreadlocks Undercut,HU01,-,-,C,Level5,Student Shirt,Golden Fire Ear Cuff,Night,Red,Night,-,Balcony,Hurem,MiddleReolm,-,-,Private,Sky + Scene
146,Frog,-,Red Bandana,DR01,-,-,-,Level3,Unbuttoned Two-Tone Shirt,Rorschach Mask,Evening,Red,Evening,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
147,-,Bored,Gradient Bob,UN01,UN01,-,-,Level4,Gas Tee,VR Headset,Evening,White,Evening,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
148,Laughing,Oh,Yellow Cloth Cap,UN02,UN02,-,-,Level4,Blue Swimsuit,Golden Lightning Ear Cuff,Night,Purple,Night,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
149,Naive,Meh,Left Over,DR03,-,-,-,Level5,Black Bodysuit,Antenna,Morning,Purple,Morning,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
150,Monk,Upset,Dreadlocks,DR01,-,-,T,Level1,Beige Coat,Golden Frame Glasses,Evening,Red,Evening,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
151,Roremu,Blow,Curly,UN01,UN01,-,-,Level1,Anti NFT NFT Club Hoodie,Fire Sunglasses,Evening,Red,Evening,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
152,Pixel,Chewing,Long Slick Back,UN02,UN02,-,-,OFF,Green Vest,Bullish Earrings,Afternoon,Black,Afternoon,Canyon,Temple,Undrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
153,Smart,Duck Face,Red Cap,DR01,DR01,DR01,-,Level1,Blue Puff Jacket,Eye Patch,Night,White,Night,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
154,Baka,-,Shoulder Length,HU02,-,-,T,Level5,3Land Hoodie,Safety Mask,Evening,White,Evening,-,Factory,Hurem,MiddleReolm,-,-,Private,Sky + Scene
155,Dead,-,White Knit Hat,DE01,DE01,-,C,Level1,Red Bodysuit,Lightning Mask,Morning,White,Morning,Mother,Park,Devrem,UnderReolm,-,-,Private,Sky + Scape + Scene
156,Hunter,Lip Piercings,Ponytail,UN01,UN01,-,T,Level1,Red Coat,Golden Safety Pin Earrings,Night,White,Night,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
157,Fighter,Modeling,Gradient Bob,DR01,-,-,-,Level1,White Robe,Golden Snake Earrings,Afternoon,White,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
158,Roremu,-,Buzz,DR01,-,-,C,Level4,Green Turtleneck,Black Mask,Morning,Black,Morning,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
159,60s,Coffee,Green Cap,UN01,UN01,-,C,Level2,LOREM Black Tee,Rectangle Sunglasses,Evening,Black,Evening,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
160,Geisha,-,Curly,HU01,-,-,-,Level1,Dark Purple Suit,Ohayo Face Veil,Night,Purple,Night,Canopy,Outskirts,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
161,Alien,Dental Braces,Gradient Bob,DR01,-,-,-,Level3,Unbuttoned Student Shirt,Nosebleed,Afternoon,White,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
162,-,Poo Poo,Purple Knit Hat,UN03,UN03,-,-,Level3,Red Bodysuit,90s Sunglasses,Afternoon,White,Afternoon,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
163,Dead,Chili Pepper,Low Braid,UN03,UN03,-,-,Level4,FFE600 Puff Jacket,Plaster,Evening,Purple,Evening,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
164,-,Lollipop,Messy Bun,DE01,DE01,-,-,Level1,GM GA GE GN Tee,Black Blindfold,Morning,Black,Morning,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
165,Eh,Naive,Green Cap,OR02,OR02,-,C,OFF,Fire Leather Jacket,Fire Sunglasses,Afternoon,Purple,Afternoon,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
166,Dead,-,Jelly,HU03,-,-,R,OFF,Black Bodysuit,Talisman,Morning,Purple,Morning,Castle,City,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
167,-,Biting Tongue,Low Braid,DE01,DE01,-,R,OFF,Argyle Sweater,Trinoculars,Night,Purple,Night,-,-,Devrem,UnderReolm,-,-,Private,Sky
168,Sweet,Stitched,Long Layered,HU02,-,-,-,Level3,Nobody Hoodie,Golden Lightning Ear Cuff,Evening,White,Evening,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
169,Narrow,Dental Braces,Yellow Cloth Cap,UN02,UN02,-,-,Level2,Polka-Dot Tee,Heart Eye Patch,Afternoon,Purple,Afternoon,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
170,Baka,Kiss,Long Layered,UN01,UN01,-,-,Level1,Red Drive-Thru Shirt,Rectangle Sunglasses,Morning,Red,Morning,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
171,Third Eye,Golden Teeth,Short Bangs,EL02,EL02,-,R,Level1,Student Dress,Tiny Sunglasses,Afternoon,Red,Afternoon,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
172,Baka,Lip Piercings,Long Spike,HU02,-,-,C,Level1,Monk Beads,Red Snake,Night,Black,Night,Stars,-,Hurem,MiddleReolm,-,-,Private,Sky + Scape
173,X X,Buck Teeth,Buzz,UN03,UN03,-,-,OFF,Red Bear Race Suit,Nose-to-Ear Chain,Evening,Red,Evening,Mother,Park,Undrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
174,Panda,Confident,Curly,HU02,-,-,-,Level2,White Tank Top,Butterfly Sunglasses,Afternoon,Red,Afternoon,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
175,One Eye,-,Water,DR01,-,-,R,OFF,Fire Leather Jacket,Lightning Mask,Night,Red,Night,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
176,Samurai,-,Short Layered,HU01,-,-,-,Level1,Purple Sweater,WAGMI Mask,Morning,Black,Morning,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
177,Pixel,Dental Braces,White Bucket Hat,DR01,-,-,T,Level1,Yellow Vest,Fire Sunglasses,Evening,Red,Evening,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
178,Wink,Zigzag,Braids,DR01,-,-,T,Level2,Yellow Tee,Plasters,Afternoon,White,Afternoon,Stars,Downtown,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
179,Crying,Swallowed Eye,Short Bob,HU03,-,-,-,OFF,Student Dress,Nose-to-Ear Chain,Night,Red,Night,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
180,Panda,Poo Poo,LOREM Cap,DE01,DE01,-,-,Level1,Rolled-Sleeve Tee,White Glasses,Morning,White,Morning,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
181,Angry,Buck Teeth,Two-Tone Middle Part,DR03,-,-,-,Level3,Student Shirt,Earpods,Morning,Black,Morning,-,-,Droidrem,MiddleReolm,-,-,Private,Sky
182,X X,Oh,Ponytail,SO02,-,SO02,-,Level2,Washed Denim Jacket,Butterflies,Morning,Purple,Morning,-,-,Soulrem,UpperReolm,-,-,Private,Gradient Sky
183,-,Confident,White Bucket Hat,EL01,EL01,-,-,OFF,Nobody Hoodie,Ancient Sunglasses,Night,Purple,Night,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
184,-,Chubby,Long Wavy,HU01,-,-,C,Level2,Bandage,White Blindfold,Morning,Purple,Morning,Statue,Outskirts,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
185,Shut,-,Undercut,OR02,OR02,-,-,OFF,White Turtleneck,Oni Mask,Evening,Red,Evening,Canyon,City,Orcrem,UnderReolm,-,-,Private,Sky + Scape + Scene
186,Rolling,F,Bob,SO02,-,SO02,C,OFF,Green Vest,Golden Fire Ear Cuff,Afternoon,White,Afternoon,-,-,Soulrem,UpperReolm,-,-,Private,Gradient Sky
187,Eh,Happy,Long,OR01,OR01,-,-,Level1,Colorblock Track Jacket,Pearls,Morning,Purple,Morning,Canyon,Balcony,Orcrem,UnderReolm,-,-,Private,Sky + Scape + Scene
188,Sweet,Frown,Yellow Cloth Cap,DR02,-,-,-,Level2,Fire Turtleneck,Crescent Earrings,Evening,Red,Evening,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
189,-,Chili Pepper,Long Layered,DE02,DE02,-,C,Level2,Fire Leather Jacket,VR Headset,Night,White,Night,Canyon,Downtown,Devrem,UnderReolm,-,-,Private,Sky + Scape + Scene
190,-,Buck Teeth,Artificial Brain,DR02,-,-,-,Level2,Lightning Shirt,Ancient Sunglasses,Evening,Red,Evening,Valley,Dump,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
191,Roremu,Frog,Yellow Cap,OR02,OR02,-,T,Level3,White Suit,Tiny Sunglasses,Afternoon,Red,Afternoon,Mountain,Dump,Orcrem,UnderReolm,-,-,Private,Sky + Scape + Scene
192,Samurai,Swallowed Eye,Yellow Cap,DR01,-,-,-,Level1,3Land Hoodie,-,Night,White,Night,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
193,Alien,Orc,Short Bob,DR03,-,-,-,OFF,Roremu Tee,Minimal Tattoos,Morning,Purple,Morning,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
194,Sweet,Orc,Bob,DR02,-,-,-,OFF,Gas Tee,Earpods,Evening,Red,Evening,Mountain,Balcony,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
195,Devil,Calm,Slick Back,DR03,-,-,-,Level3,Red Drive-Thru Shirt,Nose-to-Ear Chain,Morning,Purple,Morning,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
196,Shut,Droid,Red Cap,DE02,DE02,-,-,OFF,GM GA GE GN Tee,Nose-to-Ear Chain,Evening,Purple,Evening,Stars,Temple,Devrem,UnderReolm,-,-,Private,Sky + Scape + Scene
197,Eh,Calm,Gradient Bob,HU02,-,-,-,OFF,Gasu Tee,Plaster,Morning,Black,Morning,Statue,Balcony,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
198,Roremu,Cat,Green Cap,DE02,DE02,-,-,Level3,White Tank Top,Stickers,Morning,White,Morning,Statue,Balcony,Devrem,UnderReolm,-,-,Private,Sky + Scape + Scene
199,Happy,Duck Face,Short Ponytail,SO02,-,SO02,R,Level4,Black Turtleneck,Golden Snake Earrings,Night,Purple,Night,Valley,Downtown,Soulrem,UpperReolm,-,-,Private,Sky + Scape + Scene
200,Third Eye,-,Brown Military Watch Cap,UN03,UN03,-,C,OFF,Stars Tee,Talisman,Evening,Red,Evening,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
201,Monk,Happy,Long Bob,EL03,EL03,-,-,Level3,White Turtleneck,Eye Patch,Afternoon,White,Afternoon,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
202,Sweet,Lipstick,Long Slick Back,SO01,-,SO01,-,OFF,Fire Leather Jacket,Hoop Earrings,Evening,Purple,Evening,Statue,City,Soulrem,UpperReolm,-,-,Private,Sky + Scape + Scene
203,Narrow,Shocked,Short Ponytail,OR03,OR03,-,-,Level1,Black Vest,-,Evening,Red,Evening,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
204,Dizzy,Yummy,Artificial Brain,UN01,UN01,-,R,Level1,Nobody Hoodie,Stickers,Night,Red,Night,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
205,Rolling,Orc,Shoulder Length,EL01,EL01,-,R,Level3,3Land Hoodie,Scars,Night,Red,Night,-,-,Elvrem,UnderReolm,-,-,Private,Sky
206,Monk,Eh,Long,HU01,-,-,R,OFF,White Turtleneck,Earpods,Morning,Purple,Morning,Stars,Temple,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
207,Closed,+,Middle Part,DR01,-,-,-,Level2,Unbuttoned Two-Tone Shirt,Golden Frame Glasses,Night,White,Night,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
208,Blink,-,Red Bandana,DR02,-,-,C,OFF,Black Camisole,Ohayo Face Veil,Afternoon,White,Afternoon,Skyscape,Balcony,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
209,Sweet,F,Green Cap,UN03,UN03,-,C,Level4,White Turtleneck,Golden Snake Earrings,Night,Purple,Night,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
210,Pixel,Kiss,Floating,DR02,-,-,C,Level1,LOREM Black Tee,Scars,Morning,Purple,Morning,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
211,Curious,Lollipop,Buzz,DE03,DE03,-,R,Level1,Red Coat,Round Glasses,Evening,White,Evening,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
212,Nervous,Eh,Dreadlocks Undercut,HU01,-,-,-,OFF,Cloud Shirt,Golden Fire Ear Cuff,Morning,White,Morning,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
213,Stitched,Cigarette,Gradient Bob,HU02,-,-,T,Level1,White Turtleneck,Round Glasses,Afternoon,Black,Spectrum,-,-,Hurem,MiddleReolm,-,-,Private,-
214,Hunter,Upset,Red Beanie,DE03,DE03,-,-,Level4,90s Suit,Stickers,Evening,Red,Evening,-,-,Devrem,UnderReolm,-,-,Private,Sky
215,Roremu,Modeling,Two-Tone Middle Part,HU02,-,-,T,OFF,White Turtleneck,Antenna,Morning,Purple,Morning,Castle,Factory,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
216,Big,-,Left Over,DR03,-,-,-,Level1,Classic School Uniform,Black Mask,Afternoon,Red,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
217,Stitched,Lip Piercing,Red Bandana,DR03,-,-,R,Level1,Beige Coat,Plaster,Night,White,Night,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
218,-,Yummy,Jelly,HU01,-,-,-,Level3,3Land Hoodie,90s Sunglasses,Afternoon,Black,Afternoon,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
219,Looking Down,Biting Lip,Red Beanie,HU01,-,-,C,Level3,White Turtleneck,Butterfly Sunglasses,Night,Black,Night,Skyscape,City,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
220,Rolling,Chili Pepper,Dreadlocks Undercut,DE02,DE02,-,-,Level2,Unbuttoned Two-Tone Shirt,Red Snake,Morning,White,Morning,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
221,-,Blow,Messy Bun,OR02,OR02,-,-,OFF,Green Turtleneck,VR Headset,Evening,Black,Evening,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
222,Nervous,Cigarette,White Knit Hat,DR03,-,-,-,OFF,Mint Turtleneck,Butterflies,Night,Black,Night,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
223,Shut,Cigarette,Shoulder Length,DR02,-,-,-,Level5,Cloud Shirt,Crescent Earrings,Night,White,Night,Valley,Outskirts,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
224,Curious,Chili Pepper,Chignon,UN01,UN01,-,-,OFF,White Turtleneck,Heart Eye Patch,Evening,Black,Evening,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
225,Panda,Frog,Purple Knit Hat,HU02,-,-,-,Level2,Micrapple Tee,Minimal Tattoos,Afternoon,Purple,Afternoon,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
226,Shut,Star Stamp,Spike,OR01,OR01,-,T,Level3,Red Vest,Golden Snake Earrings,Night,White,Night,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
227,Looking Down,Confident,Chignon,DR03,-,-,T,Level1,Yellow Baseball Jacket,Golden Safety Pin Earrings,Evening,White,Evening,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
228,Happy,Lipstick,Long Wavy,HU01,-,-,T,Level1,Red Bear Tee,Plasters,Night,Black,Night,Skyscape,City,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
229,Bored,Kiss,Gradient Bob,UN01,UN01,-,R,OFF,Nobody Hoodie,Golden Snake Earrings,Evening,White,Evening,Canopy,-,Undrem,MiddleReolm,-,-,Private,Sky + Scape
230,Monk,Dot,Low Braid,DR01,-,-,R,OFF,Classic School Uniform,Golden Fire Ear Cuff,Afternoon,Red,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
231,-,Duck Face,Ornamental Bun,DR02,-,-,C,OFF,Rolled-Sleeve Tee,Trinoculars,Evening,Red,Evening,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
232,Dead,-,Long Bob,DR03,-,-,T,OFF,Red Swimsuit,Talisman,Evening,Black,Evening,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
233,-,Poo Poo,Chignon,EL01,EL01,-,-,Level3,LOREM Black Tee,Interface Headset,Afternoon,Purple,Afternoon,Castle,Temple,Elvrem,UnderReolm,-,-,Private,Sky + Scape + Scene
234,-,Um,Short Bangs,HU01,-,-,-,OFF,Gas Tee,VR Headset,Evening,Red,Evening,Castle,Temple,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
235,Shocked,Confident,Green Cap,HU02,-,-,R,OFF,LOREM White Tee,Golden Elf Ear Cuffs,Evening,Purple,Evening,Castle,Downtown,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
236,Cat,-,Green Cap,UN01,UN01,-,-,Level3,STW.WTS Tee,Lightning Mask,Evening,Black,Evening,Statue,Downtown,Undrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
237,Myopia,Droid,Bandage,DR02,-,-,R,Level3,Red Cheongsam,Red Snake,Morning,Purple,Morning,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
238,Closed,Biting Lip,Yellow Cloth Cap,HU01,-,-,-,OFF,White Turtleneck,Rectangle Sunglasses,Evening,Black,Evening,Valley,City,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
239,-,Cat,Chignon,DR01,-,-,-,Level1,Stars Tee,Black Blindfold,Afternoon,Red,Afternoon,Castle,Temple,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
240,One Eye,Shocked,Low Braid,DR01,-,-,R,Level3,Blue-Check Tee,Freckles,Afternoon,Purple,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
241,Curious,Tricky,Curly,UN01,UN01,-,R,OFF,Bandage,Hoop Earrings,Morning,Purple,Morning,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
242,Cat,Chewing,Bandage,OR02,OR02,-,T,Level4,Bandage,Plaster,Night,Red,Night,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
243,Hypnotized,Chubby,Short Bob,DR02,-,-,T,Level3,Fire Turtleneck,Golden Safety Pin Earrings,Morning,Purple,Morning,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
244,-,Scowling,White Knit Hat,DR02,-,-,-,Level2,Blue-Check Tee,Interface Headset,Afternoon,Purple,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
245,Alien,Zigzag,Dreadlocks,DE03,DE03,-,C,OFF,Pink Suit,Bullish Earrings,Evening,Black,Evening,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
246,-,Tongue Out,Buddha Bun,DE03,DE03,-,C,Level3,LOREM White Tee,90s Sunglasses,Night,Purple,Night,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
247,Monk,Duck Face,Ornamental Bun,UN02,UN02,-,C,Level2,Argyle Sweater,Plaster,Evening,Black,Evening,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
248,-,Golden Teeth,Long,DE01,DE01,-,C,Level2,Purple Baseball Jacket,Ancient Sunglasses,Night,Purple,Night,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
249,Hehe,Um,Purple Knit Hat,OR02,OR02,-,T,Level2,Mint Turtleneck,Golden Snake Earrings,Morning,Black,Morning,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
250,+ +,Modeling,Flat Top,HU02,-,-,R,Level4,Black Vest,Nose-to-Ear Chain,Morning,White,Morning,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
251,Charming,Tongue Out,Yellow Cap,UN01,UN01,-,-,Level1,Yellow Drive-Thru Shirt,Pearls,Night,Purple,Night,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
252,Shocked,Modeling,Ponytail,DR01,-,-,R,Level4,80s Jacket,Antenna,Morning,Purple,Morning,Castle,Dump,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
253,Tricky,Lipstick,Shoulder Length,OR03,OR03,-,-,Level1,White Suit,Headphone,Night,Purple,Night,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
254,Hehe,Frantic,Ponytail,OR01,OR01,-,R,Level1,Fire Shirt,Red Snake,Night,Black,Night,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
255,-,Tongue Piercing,Red Cap,DR02,DR02,DR02,-,Level3,90s Jacket,White Blindfold,Evening,Purple,Evening,Statue,-,Droidrem,MiddleReolm,-,-,Private,Sky + Scape
256,Hehe,Duck Face,-,DR01,-,-,-,Level2,Monk Beads,Black Cat Head,Evening,White,Evening,Mother,Park,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
257,-,Duck Face,Short Bangs,DE02,DE02,-,-,Level1,Yellow Jumpsuit,White Blindfold,Morning,White,Morning,Skyscape,Balcony,Devrem,UnderReolm,-,-,Private,Sky + Scape + Scene
258,Delighted,Tricky,White Knit Hat,DR03,-,-,-,Level2,Blue Track Jacket,Antenna,Afternoon,Red,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
259,Third Eye,Frown,Buzz,UN02,UN02,-,-,Level3,90s Shirt,Hoop Earrings,Night,Red,Night,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
260,-,Orc,Slick Back,OR02,OR02,-,T,OFF,Unbuttoned Student Shirt,Ancient Sunglasses,Evening,Purple,Evening,Castle,Balcony,Orcrem,UnderReolm,-,-,Private,Sky + Scape + Scene
261,60s,Tongue Piercing,Curly,DR03,-,-,R,Level1,Op Art Turtleneck,Minimal Tattoos,Morning,White,Morning,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
262,Panda,Calm,Double Bun,MI01,MI01,MI01,-,Level1,Purple Baseball Jacket,Golden Safety Pin Earrings,Morning,Black,Morning,Canyon,-,Mistian,Reolmless,-,-,Private,Sky + Scape
263,+ +,Lipstick,Shoulder Length,AN02,AN02,AN02,-,Level3,90s Suit,Stars Earrings,Evening,Purple,Evening,-,-,Angrem,UpperReolm,-,-,Private,Gradient Sky
264,Hunter,Buck Teeth,Short Bob,DE02,DE02,-,-,Level2,Fire Leather Jacket,Golden Elf Ear Cuffs,Night,White,Night,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
265,Blink,-,Short Bob,HU02,-,-,R,Level2,90s Shirt,Ohayo Face Veil,Afternoon,Purple,Afternoon,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
266,Samurai,Yummy,Red Beanie,EL02,EL02,-,-,Level5,Op Art Turtleneck,Headphone,Night,Purple,Night,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
267,Shocked,Duck Face,Dreadlocks,DR01,-,-,R,Level3,Red Puff Jacket,Antenna,Evening,Purple,Evening,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
268,Sweet,Lip Piercings,Left Over,OR01,OR01,-,-,Level1,Red Vest,Nose-to-Ear Chain,Night,Red,Night,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
269,Blink,Lipstick,Gradient Bob,UN02,UN02,-,-,Level3,Bullish Tee,Round Glasses,Evening,White,Evening,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
270,-,-,Blue Sun Hat,OR01,OR01,-,-,Level2,Pink Suit,Skull Mask,Morning,White,Morning,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
271,Curious,Swallowed Eye,Undercut,DE01,DE01,-,-,OFF,White Vest,Butterflies,Morning,Black,Morning,-,-,Devrem,UnderReolm,-,-,Private,Gradient Sky
272,-,Shocked,Chignon,HU03,-,-,R,Level1,Red Haori,Black Blindfold,Evening,Black,Sunkissed,-,-,Hurem,MiddleReolm,-,-,Private,-
273,Samurai,Buck Teeth,-,DR03,-,-,-,Level2,Green Turtleneck,Black Cat Head,Evening,Purple,Evening,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
274,Stitched,Kiss,Blue Bandana,DE01,DE01,-,-,OFF,Fire Leather Jacket,-,Afternoon,Purple,Afternoon,-,-,Devrem,UnderReolm,-,-,Private,Sky
275,Delighted,Smiling,Middle Part,DR02,-,-,C,Level5,Op Art Turtleneck,Nosebleed Tissue,Afternoon,Purple,Afternoon,-,-,Droidrem,MiddleReolm,-,-,Private,Gradient Sky
276,Closed,-,Long Wavy,SO02,-,SO02,T,Level1,Bullish Jacket,Talisman,Evening,Purple,Evening,-,-,Soulrem,UpperReolm,-,-,Private,Gradient Sky
277,+ +,Upset,-,BA01,-,-,R,Level1,-,-,Evening,White,Evening,-,-,Forbidrem,ReReolm,-,-,Private,Sky
278,Tricky,Biting Lip,Bob,UN02,UN02,-,T,Level1,Black Vest,Red Snake,Night,Red,Night,-,-,Undrem,MiddleReolm,-,-,Private,Gradient Sky
279,Smart,Chili Pepper,Short Ponytail,HU03,-,-,-,Level4,White Tank Top,Nose-to-Ear Chain,Evening,Purple,Evening,Valley,City,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
280,Devil,-,White Knit Hat,HU02,-,-,-,OFF,Stars Tee,Lightning Mask,Morning,Purple,Morning,-,-,Hurem,MiddleReolm,-,-,Private,Gradient Sky
281,Geisha,Meh,White Bucket Hat,HU02,-,-,-,OFF,Blue Haori Jacket,Butterfly Sunglasses,Afternoon,White,Afternoon,Canyon,Park,Hurem,MiddleReolm,-,-,Private,Sky + Scape + Scene
282,Fighter,Golden Teeth,Green Cap,OR01,OR01,-,-,OFF,Yellow Baseball Jacket,Scars,Evening,Black,Evening,-,-,Orcrem,UnderReolm,-,-,Private,Gradient Sky
283,Hunter,Meh,Yellow Cloth Cap,UN01,UN01,-,R,OFF,Purple Turtleneck,Golden Safety Pin Earrings,Morning,White,Morning,Stars,Temple,Undrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
284,Samurai,Tricky,Short Punk Mullet,DR02,-,-,-,Level3,Bullish Tank Top,Clown Nose,Evening,Purple,Evening,Canopy,City,Droidrem,MiddleReolm,-,-,Private,Sky + Scape + Scene
285,Closed,Scowling,Dreadlocks,EL02,EL02,-,T,Level1,GM GA GE GN Tee,Red Snake,Morning,Black,Morning,-,-,Elvrem,UnderReolm,-,-,Private,Gradient Sky
